Severity,Temperature.F.,Wind_Chill.F.,Humidity...,Pressure.in.,Visibility.mi.,Wind_Direction,Wind_Speed.mph.,Precipitation.in.,Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Time_Of_Day,Month
2,30,19.4958813908646,79,30.1,10,12,13.8,0,31,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2,71.1,72.6348297880341,51,29.92,10,12,6.9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
2,68,69.8394219015997,78,29.97,10,18,3.5,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10
3,89.1,94.3033548883801,40,29.93,10,11,6.9,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,9
2,81,84.6485613305896,72,30.1,10,4,4.6,0,28,0,0,1,0,0,0,0,0,0,0,0,1,0,2,7
4,82.9,86.8513325418301,60,29.93,10,4,5.8,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2,66,66.011949019676507,50,30.01,10,23,9.2,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11
3,48.9,43.8369334606327,61,30.05,10,15,12.7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11
2,46.4,42.8508363439105,62,29.99,10,1,7,0,28,0,0,1,0,0,0,1,0,0,1,0,1,0,4,11
2,86,90.5747399215113,12,29.99,7,1,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
3,81,84.4804960550215,58,29.94,10,16,9.2,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
3,59,58.461727104324,36,30.15,10,22,5.8,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11
3,29.8,22.8453616118859,86,30.03,10,1,7,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
2,82.9,86.7585396960714,34,29.72,10,23,20.7,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,6
2,82.9,86.8037611991871,38,30.09,10,11,11.5,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7
2,66,66.7766743035936,65,30.13,10,15,5.8,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
2,39,34.7047351064109,89,30.22,10,16,5.8,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
3,66.9,68.5811532862145,61,29.91,10,20,3.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9
2,84.2,88.4054715770749,100,30.07,10,1,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
2,71.6,73.9573919155874,94,30.07,10,14,3.5,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8
3,54,52.0497309427054,86,29.73,10,22,6.9,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
2,61.5,61.0485874555714,69,29.78,10,1,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6
2,91,96.1486747687436,42,30.09,10,14,3.5,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
3,79,82.4221080554511,34,30.01,10,10,3.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
2,44.6,42.1614102083672,49,30.27,10,16,4.6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9
2,66,67.1401199340694,87,30.02,10,6,4.6,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11
2,69.1,70.0074087484336,61,30.09,10,15,8.1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8
3,82.4,86.2193002430338,66,30.05,10,14,8.1,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
3,59,56.8475214325295,94,30.21,2,8,11.5,0.47,35,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
2,60.1,57.2225265404313,41,30.14,10,9,17.3,0,28,0,0,0,0,0,0,0,0,0,0,0,1,0,1,12
2,86.5,91.1275911014545,63,30.07,10,18,5.8,0,36,0,0,1,0,0,0,0,0,0,0,0,0,0,3,8
2,70,71.8090376398081,87,30.14,10,18,4.6,0,32,0,0,1,0,0,0,0,0,0,0,0,1,0,4,10
2,95,100.579442799972,26,29.13,10,23,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
2,73,81.1095,65,29.58,10,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,4,9
2,48,43.925947629433,58,29.92,10,18,9,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,4,12
2,42,36.1213992795762,65,30.09,10,6,10,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12
3,63,74.8945,67,29.62,10,2,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,4,9
3,71,72.4975037178747,35,30.17,10,6,7,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,4,6
3,64,75.516,100,29.83,1,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9
2,80,83.0956477280024,58,29.63,10,13,14,0,28,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4
3,59,57.4460038521902,96,29.78,3,9,9,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6
2,69,68.8800469313454,75,25.62,10,14,16,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
3,82,85.7152123179551,62,29.84,10,16,9,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
2,46,45.1528920436906,96,29.73,5,19,3,0.05,20,0,0,0,0,0,0,0,0,0,0,0,1,0,4,5
3,62.1,62.1440608640005,78,30.14,6,20,5.8,0,10,1,0,1,0,0,0,0,0,0,0,0,1,0,1,3
3,23,14.7317154921096,54,30.28,10,10,6.9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
4,76,78.1223819913508,74,28.67,10,6,12,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
2,84,88.1734043584564,62,29.66,10,21,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8
2,71,72.0647388373989,22,29.91,10,7,10,0,7,1,0,1,0,0,0,0,0,1,0,0,1,0,1,10
2,62,61.1332919129421,62,29.46,10,3,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5
2,59,58.3858707998748,72,29.92,10,13,6,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,3,4
2,48,44.8268892425901,89,29.72,5,6,6.9,0.2,35,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
2,49,47.0434342045737,64,29.66,10,17,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11
2,68,67.6992997638765,56,29.34,10,21,15,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
2,76,79.0875149556998,91,29.92,10,14,3,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,4,9
2,27.5,20.1488467671961,88,29.88,7,10,6.9,0,31,0,0,1,0,0,0,0,0,0,1,0,1,0,1,2
2,76,78.4271356476977,76,29.43,10,16,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
2,72,73.4242521154486,71,29.93,8,6,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
2,63.2538461538462,63.1622335347659,67,30.07,10.0018214936248,18,7,0,28,0,0,0,0,0,0,1,0,1,0,0,0,0,2,10
2,45,42.6283019789411,80,29.99,10,24,4.6,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2,57,57.2567357477482,87,30.15,10,11,3.5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
2,57,57.5955871114273,94,28.99,10,13,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
2,64,75.516,87,29.47,10,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8
3,61,59.5824726894976,46,30.32,10,24,10.4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
2,80,83.2570202774538,45,29.82,10,13,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
3,93,99.7203489814768,34,28.91,10,16,15,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
2,65,64.1347604676882,50,29.93,10,24,13,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
3,37,30.8794601035713,96,29.96,0.5,11,8.1,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
2,27,23.6609641994181,69,24.71,10,19,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11
2,50.2168831168831,47.4507495216151,67,30.03,9.83910891089109,1,7,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,4,11
2,46,45.1528920436906,83,29.98,9,6,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12
2,68,78.002,78,29.87,10,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8
2,57,71.1655,77,29.79,10,2,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,4,9
2,66,76.759,70,29.82,3,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11
2,39,33.3702777052001,93,29.94,7,9,8,0.01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11
2,34,56.871,93,29.55,10,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11
2,44.6,40.1433981004858,93,29.98,1,12,8.1,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
2,55.9,55.3511027270791,84,30.06,3,16,4.6,0.09,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
2,69,78.6235,90,29.58,10,2,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
2,46.9,43.4534108840317,33,30.26,10,1,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2,62,63.2513575967622,56,29.08,10,3,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
3,45,63.7075,93,29.59,10,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11
2,59.6121951219512,58.7735011431137,67,29.32,0.75,2,7,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,4,10
2,38.010752688172,32.7405426621347,67,29.33,9.18947963800905,2,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
3,86,90.7707040967108,67,29.85,10,14,16,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2,83.8035714285714,87.9277160488359,67,30,10.0018214936248,18,7,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
4,77,79.6448885650625,60,29.62,10,8,8,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
2,67,68.1854928970787,61,29.67,10,21,5,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10
2,49,66.1935,71,29.85,10,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10
3,50,46.3121655153085,57,30.35,10,14,9.2,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
2,31,24.2915405081769,76,28.66,9,23,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11
2,69,70.0872055573898,87,29.86,7,10,7,0.01,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11
2,50,48.217993020824,41,25.63,10,6,5,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12
2,68,67.0482180511731,74,29.25,10,17,22,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,3,12
2,49,45.1550436496837,61,29.17,10,21,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
3,94,99.8985809358362,31,29.21,10,19,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
2,71,72.0647388373989,28,26.1,10,21,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7
3,72,74.5628985674319,64,29.9,10,19,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9
2,69.7918367346939,71.0414868699083,67,30.09,9.83910891089109,1,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
3,88,92.9850380819962,40,29.85,9.84287338893101,2,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
2,66,67.7759739850301,73,29.87,10,23,3,0,7,0,0,1,0,0,0,0,0,0,0,0,1,0,2,6
2,59,55.4068900107393,59,30.16,8,21,20,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
2,50,49.249571831661,52,29.99,10,24,3.5,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2,35,26.157247500416702,62,23.59,10,7,13,0,32,0,0,1,0,0,0,0,0,0,0,0,1,0,3,10
2,84,88.1644417610264,79,29.89,10,13,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8
3,61,73.6515,83,29.65,10,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10
2,44,40.5219212870936,98,29.14,2,13,6,0.03,20,0,0,0,0,0,0,0,0,0,0,0,1,0,1,12
2,85,89.4636657805152,16,29.07,10,21,14,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
2,75,77.9563608586328,57,29.05,10,19,3,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,3,6
2,69,78.6235,70,29.95,10,2,0,0,28,0,0,1,0,0,0,1,0,1,0,0,0,0,3,8
2,70,71.4861004425809,87,29.08,9,21,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8
3,30.9,27.4014531463371,89,30.53,2,20,3.5,0.04,31,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2
2,66,64.1478800047094,40,28.51,10,7,25,0,8,0,0,1,0,0,0,0,0,0,0,0,1,0,3,4
2,34,26.7186033459239,40,30.19,10,21,9,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12
2,75,82.3525,82,29.39,10,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7
3,75,77.5819634270809,87,29.42,10,16,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8
2,68,67.8124044019716,90,29.08,6,5,14,0.01,20,0,0,0,0,0,0,0,0,0,1,0,0,0,4,8
3,58,54.7155040596385,28,24.14,10,21,16,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
3,68,67.8124044019716,87,29.26,10,13,14,0.02,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
2,70,72.300590373298,73,29.08,10,6,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
2,85,89.4531024458692,55,29.99,10,3,13,0,7,0,0,1,0,0,0,0,0,0,1,0,0,0,3,5
2,76,78.0012332859922,85,28.58,10,13,14,0,7,1,0,1,0,0,0,0,0,0,0,0,1,0,4,10
2,86,89.189,53,29.33,10,2,0,0,32,0,0,0,0,0,0,0,0,0,0,0,1,0,3,5
2,63,63.4872576320776,84,30.18,5,5,5,0.01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
2,80,83.4547575083323,94,29.8,10,18,5,0,7,0,0,1,0,0,0,0,0,1,1,0,0,0,4,8
2,60,59.9635811833267,83,29.88,10,13,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9
3,63,62.5963477219553,90,29.67,9,13,8,0.08,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8
3,74,75.2559717586275,12,24.42,10,21,17,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
3,53,50.0714277306863,74,29.92,10,23,9,0.01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12
2,32,24.8460072836466,66,29.6,10,21,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12
3,61,73.6515,97,29.32,2,2,0,0.06,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
4,72,73.7026527981171,78,29.81,10,3,7,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5
2,82,85.6310873257327,18,29.73,10,21,15,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8
2,28,24.0841995239581,88,30.17,6,17,3.5,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2
2,91,92.2965,33,29.06,10,2,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
3,7,-4.63203741764178,84,30.36,5,1,7,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2
2,87,91.8224177387105,19,28.51,10,21,8,0,7,0,0,1,0,0,0,0,0,0,1,0,0,0,1,9
2,77,79.3800987700924,12,28.89,10,6,12,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,3,11
2,52,47.6778381818705,50,30,10,23,13,0.01,7,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4
3,19.9,13.3308433754306,89,30.08,6,11,4.6,0.01,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
3,72,74.5628985674319,57,29.39,10,13,3,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10
2,63,74.8945,60,30.13,10,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10
2,57.8625,56.6648576761895,67,29.92,10.0018214936248,18,7,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11
3,44.1,38.5704429209216,93,29.9,3,10,10.4,0.14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
2,48,65.572,74,29.71,10,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,4,10
3,33.1,22.9979150561064,75,30.26,2.5,5,15,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2
2,86,90.5409799228808,49,29,8,21,6,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,3,7
3,21,10.6063079136415,63,29.91,10,24,9.2,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2,57,57.2567357477482,87,30.15,10,11,3.5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
3,46,40.1727419352505,33,30.11,10,22,12.7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2,77,79.9310810595815,90,29.71,7,13,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
2,70,70.5760813189014,47,30.16,10,16,12,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
4,90,95.8316838330281,63,29.79,10,17,14,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8
2,24,13.8117402436863,84,28.98,10,21,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12
2,107,117.11160213234,16,28.18,10,13,12,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9
3,79,82.0279242572032,52,29.87,10,18,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
2,51,48.8584310597248,71,29.97,10,21,6,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10
2,48,65.572,83,29.27,3,2,0,0,10,0,0,1,0,0,0,0,0,0,0,0,1,0,3,4
2,69,69.7369640546966,42,29.78,10,12,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
3,80,85.46,67,29.76,10,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7
3,14,5.00849510901948,93,30.22,4,12,5.8,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
2,50.4769230769231,67.1114076923077,67,26.81,4,2,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12
2,55,69.9225,59,30.02,10,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10
3,81,84.6293163245826,42,29.13,10,8,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
2,43,35.4002183254925,97,29.47,2,16,16,0.13,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11
2,51,45.2882217520376,38,28.97,10,12,18,0,28,0,0,0,0,0,0,0,0,0,0,0,1,0,3,12
2,78,80.9335472795718,43,29.93,10,24,7,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,3,9
2,77,80.2186690527668,64,29.93,8,19,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8
3,24.1,13.1038909782889,65,30.28,10,11,11.5,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
2,59,58.0357147549653,62,29.76,10,3,7,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10
3,33.1,24.3844833590387,72,30.38,10,5,11.5,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2,35.6,27.5179812425803,93,30.29,4,8,11.5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
2,57,54.0074236764158,81,29.62,10,16,13,0.05,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9
2,67,77.3805,51,30.04,10,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11
3,87,91.8606924192083,48,29.46,10,17,9,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
2,66,66.2496064740497,90,29.12,8,14,8,0.02,20,0,0,1,0,0,0,0,0,0,0,0,1,0,4,10
2,43,38.7533294710862,60,29.41,10,9,7,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11
3,76,78.7565222433312,94,30.02,10,3,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8
3,72,72.7431040781746,41,29.97,10,10,16,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
2,74,75.454026064987,48,29.42,10,23,14,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9
2,66.9,68.1906264178606,32,29.95,10,16,4.6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
2,30.9,24.2417903972614,76,30.06,7,20,6.9,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
3,51.1,49.7484014801927,54,29.97,10,12,4.6,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
2,53,50.4188185483073,86,30.19,10,13,8,0,3,0,0,1,0,0,1,1,0,1,0,0,1,0,2,4
3,52.605504587156,50.3293944895618,67,29.84,9.84287338893101,2,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2,86,90.3990559263696,49,29.75,10,19,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
3,78,80.5484405069973,64,29.94,10,6,14,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11
2,95,101.421081643693,34,29.28,10,9,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10
2,68,70.038282179164,78,29.86,10,13,3,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,4,8
2,46.4,42.8508363439105,93,29.95,6,1,7,0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3
2,62.1,63.0905266008975,56,30.02,10,24,3.5,0,28,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
2,61,60.4460129154502,78,29.86,6,10,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6
2,61,73.6515,72,29.88,10,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10
2,46,42.3687767118135,96,30,10,1,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
2,64.4,64.0419706692397,28,29.87,10,22,9.2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
4,42.8,37.9493075222692,27,30.08,10,15,8.1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
2,97,103.422257384587,12,29.76,10,19,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
2,70,70.825313335405,88,29.55,10,18,10,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
2,28,20.6760932674495,85,30.42,10,1,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2,39,34.7047351064109,100,30.35,5,9,5.8,0.02,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2
2,24,15.8554969464798,75,30.53,10,5,7,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12
3,35,25.783485255387,79,28.65,10,13,14,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
2,75,77.0224408453744,55,30.14,10,21,10,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
2,30.2,23.3274212439829,47,30.12,10,11,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
2,70,71.4861004425809,71,28.9,10,24,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5
3,69,69.5858878334111,20,29.42,10,7,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
2,60,60.9890494026282,67,29.32,10,14,3,0,7,0,0,1,0,0,0,0,0,0,0,0,1,0,1,10
2,48,65.572,89,29.99,4,2,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,11
3,69.7918367346939,71.0414868699083,67,30.09,9.96694214876033,2,7,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
2,46,42.3687767118135,63,30.37,10,9,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12
2,84,88.1772703633193,43,29.86,10,17,10,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8
2,56,54.420267514238,67,29.88,10,7,7,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,2,10
2,53,53.0709707231594,77,29.84,10,24,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6
2,51.1,48.51503702105,35,30.4,10,1,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
3,66,76.759,60,29.95,10,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7
2,53,50.4188185483073,61,26.13,10,17,8,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,3,9
2,77,79.5697322167019,79,29,8,18,9,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6
2,51,67.4365,36,30.07,10,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,3,10
3,32,22.483541467888,28,30.12,10,12,12.7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2,58,56.5075831351313,59,28.78,10,13,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10
2,91,97.3025904948343,48,28.52,10,13,18,0,28,0,0,1,0,0,0,0,0,0,0,0,1,0,1,10
2,64,64.8056610812001,30,30.2,10,6,4.6,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3
2,51,49.3925518370742,26,25.88,10,9,5,0,32,0,0,0,0,0,0,0,0,0,0,0,1,0,2,10
2,44,42.8905838495566,96,29.05,0.5,16,3,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,4,11
2,52,47.6778381818705,80,29.28,10,12,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
2,77,79.9310810595815,45,29.86,10,19,5,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9
3,71.6,73.2205931660201,35,30.12,10,1,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
2,53.6,50.7446168037913,94,29.69,3,24,9.2,0.03,28,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2
2,83,86.9378448613255,25,25.83,10,12,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2,65,65.0318535566849,63,29.21,10,23,8,0,7,0,0,1,0,0,0,0,0,1,0,0,1,0,4,7
2,36,32.123237141029,33,30.44,10,6,4.6,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2,60,59.5768007673935,10,27.43,10,17,6,0,28,0,0,0,0,0,0,0,0,0,0,0,1,0,2,11
2,59,58.3858707998748,36,26.1,10,23,6,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,3,11
2,27,52.5205,93,30.05,5,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12
